coming_soon,street_address_1,street_address_2,city,state,station_name,zip,longitude,latitude,amenities,link,chargers_250kW,chargers_150kW,chargers_72kW
False,FAIRFIELD INN21282 Athens-Limestone Blvd.,,Athens,AL,"Athens, AL Supercharger",35613,-86.942864,34.785416,"restaurants,wifi,lodging,restrooms",http://tesla.com/findus/location/supercharger/athensalsupercharger,0.0,8.0,0.0
False,Tiger Crossing Shopping Center1617  South College Street,,Auburn,AL,"Auburn, AL - South College Street Supercharger",36832,-85.498239,32.576339,"restaurants,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/AuburnALSupercharger22,12.0,0.0,0.0
False,Auburn Mall1627 Opelika Road,,Auburn,AL,"Auburn, AL Supercharger",36830-2871,-85.445105,32.627837,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/auburnalsupercharger,0.0,6.0,0.0
False,Uptown Entertainment District2221 Richard Arrington Junior Blvd.,,Birmingham,AL,"Birmingham, AL Supercharger",35203-1103,-86.807072,33.525826,"restaurants,wifi,lodging,restrooms",http://tesla.com/findus/location/supercharger/birminghamalsupercharger,0.0,8.0,0.0
False,Holiday Inn Express & Suites Tuscaloosa 6350  Interstate Drive,,Cottondale,AL,"Cottondale, AL Supercharger",35453,-87.450076,33.17466,"wifi,lodging,beverage,restrooms",http://tesla.com/findus/location/supercharger/tuscaloosasupercharger,8.0,0.0,0.0
True,,,Dothan,AL,,,,,,http://tesla.com/findus/location/supercharger/DothanALsupercharger,,,
True,,,Dothan,AL,,,,,,http://tesla.com/findus/location/supercharger/26425,,,
False,Hampton Inn Greenville219 Interstate Drive,,Greenville,AL,Greenville Supercharger,36037,-86.635765,31.855989,"wifi,lodging,restrooms",http://tesla.com/findus/location/supercharger/greenvillealsupercharger,0.0,6.0,0.0
False,MidCity District5909 University Dr,,Huntsville,AL,"Huntsville, AL Supercharger",35806,-86.665899,34.740608,"restaurants,shopping,lodging,restrooms",http://tesla.com/findus/location/supercharger/HuntsvilleALSupercharger,12.0,0.0,0.0
False,,,Leeds,AL,"Leeds, AL Supercharger",not available,-86.587744,33.542762,"restaurants,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/LeedsALSupercharger,,,
False,The Bel Air Mall3201 Airport Blvd,,Mobile,AL,Mobile Supercharger,36606-3202,-88.118644,30.671556,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/mobilealsupercharger,0.0,8.0,0.0
False,Target2567 Berryhill Road,,Montgomery,AL,"Montgomery, AL Supercharger",36117,-86.161109,32.361242,"wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/MontgomeryALsupercharger,12.0,0.0,0.0
False,Lane Parke Shopping Mall1000 Jemison Lane,,Mountain Brook,AL,"Mountain Brook, AL Supercharger",35223,-86.772687,33.4866751,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/MountainBrookALSupercharger,8.0,0.0,0.0
False,Oxford Exchange1105 Oxford Exchange Blvd,,Oxford,AL,"Oxford, AL Supercharger",36203-0000,-85.782118,33.609937,"restaurants,shopping,restrooms",http://tesla.com/findus/location/supercharger/oxfordalsupercharger,0.0,12.0,0.0
False,Buc-ee's20403  Co Road 68,,Robertsdale,AL,"Robertsdale, AL Supercharger",36567,-87.67599,30.6332448,"restaurants,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/RobertsdaleALSupercharger,16.0,0.0,0.0
False,Love's Travel Stop905 Steele Station Road,,Steele,AL,Steele Supercharger,35987,-86.191611,33.933824,"restaurants,wifi,restrooms",http://tesla.com/findus/location/supercharger/steelesupercharger,0.0,8.0,0.0
False,Whistle Stop43540 Kleeb Loop,,Soldotna,AK,"Soldotna, AK Supercharger",99669,-151.046128,60.494624,"restaurants,wifi,shopping,beverage,restrooms",http://tesla.com/findus/location/supercharger/SoldotnaAKsupercharger,4.0,0.0,0.0
False,Carl's Jr. - Sundance Towne Center416  S Watson Rd,,Buckeye,AZ,"Buckeye, AZ Supercharger",85326-3419,-112.556876,33.443011,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/buckeyesupercharger,4.0,8.0,0.0
False,Culver's2453 E. Florence Blvd,,Casa Grande,AZ,"Casa Grande, AZ Supercharger",85194-5429,-111.681694,32.878773,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/casagrandesupercharger,0.0,6.0,0.0
False,Shell & Subway Travel Center14925 Cordes Lakes Rd,,Mayer,AZ,"Cordes Lakes, AZ Supercharger",86333,-112.11846,34.32753,"restaurants,wifi,lodging,restrooms",http://tesla.com/findus/location/supercharger/cordeslakessupercharger,0.0,8.0,0.0
False,Flying J Travel Center11 Frontage Road North,,Ehrenberg,AZ,"Ehrenberg, AZ Supercharger",85334,-114.522011,33.601995,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/ehrenburgazsupercharger,8.0,0.0,0.0
False,Courtyard Marriott Flagstaff2650 South Beulah Blvd,,Flagstaff,AZ,"Flagstaff, AZ Supercharger",86001-8924,-111.663194,35.174151,"restaurants,wifi,shopping,lodging,restrooms",http://tesla.com/findus/location/supercharger/flagstaffazsupercharger,0.0,12.0,0.0
False,Carl's Jr. - Gila Bend826 826 W Pima St.,,Gila Bend,AZ,"Gila Bend, AZ Supercharger",85337-3033,-112.734081,32.943675,"restaurants,wifi,restrooms",http://tesla.com/findus/location/supercharger/gilabendsupercharger,8.0,8.0,0.0
False,Westgate Entertainment District6755 West Brandon Lane,,Glendale,AZ,"Glendale, AZ Supercharger",85305,-112.262295,33.537198,"restaurants,shopping,lodging,beverage,restrooms",http://tesla.com/findus/location/supercharger/GlendaleAZSupercharger,16.0,0.0,0.0
True,,,Globe,AZ,,,,,,http://tesla.com/findus/location/supercharger/GlobeAZsupercharger,,,
False,Burger King Holbrook2096 Navajo Blvd,,Holbrook,AZ,"Holbrook, AZ Supercharger",86025-2100,-110.145558,34.922962,"restaurants,wifi,restrooms",http://tesla.com/findus/location/supercharger/holbrooksupercharger,8.0,4.0,0.0
False,City of Kingman Visitor Center120  West Andy Devine Avenue #2,,Kingman,AZ,"Kingman, AZ - West Andy Devine Supercharger",86401,-114.059008,35.189401,"restaurants,lodging,beverage,restrooms",http://tesla.com/findus/location/supercharger/KingmanAZSupercharger2,16.0,0.0,0.0
False,Carl's Jr. Kingman789 W Beale St,,Kingman,AZ,"Kingman, AZ Supercharger",86401-5942,-114.065592,35.191331,"restaurants,wifi,restrooms",http://tesla.com/findus/location/supercharger/kingmansupercharger,0.0,6.0,4.0
True,,,Mesa,AZ,,,,,,http://tesla.com/findus/location/supercharger/MesaAZSupercharger,,,
False,Shell Gas Station3906 West New River Road,,New River,AZ,"New River, AZ Supercharger",85087,-112.143564,33.914502,"restaurants,restrooms",http://tesla.com/findus/location/supercharger/newriverazsupercharger,0.0,10.0,0.0
False,Courtyard Page at Lake Powell 600 Clubhouse Drive,,Page,AZ,Page Supercharger,86040,-111.468041,36.924902,"restaurants,wifi,lodging,restrooms",http://tesla.com/findus/location/supercharger/pagearizonasupercharger,0.0,8.0,0.0
False,Payson Village142 AZ-260,,Payson,AZ,"Payson, AZ Supercharger",85541,-111.322563,34.242214,"restaurants,shopping,restrooms",http://tesla.com/findus/location/supercharger/paysonsupercharger,0.0,12.0,0.0
True,,,Phoenix,AZ,,,,,,http://tesla.com/findus/location/supercharger/PhoenixAZQ322,,,
False,Deer Valley Town Center2805 Agua Fria Fwy,,Phoenix,AZ,"Phoenix, AZ - Agua Fria Freeway Supercharger",85027-3938,-112.120898,33.667055,"restaurants,wifi,shopping,restrooms",http://tesla.com/findus/location/supercharger/phoenixonesupercharger,0.0,16.0,0.0
False,,,Phoenix,AZ,"Phoenix, AZ - East Camelback Road Supercharger",not available,-112.026803,33.511837,"restaurants,wifi,shopping,lodging,restrooms",http://tesla.com/findus/location/supercharger/phoenixsupercharger,,,
